"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","prediction9","prediction10","timeToPredict","Correct"
"436","I want tonight to be one of those nights I ain't qne remember #fckked up","i want tonight to be one of",8,"those","the","my","them","those","these",NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"437","Tyga - Faded feat Lil Wayne: via","tyga faded feat lil wayne",6,"via","via",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"438","Reading that Ty Isaac is all USC. ""Whatever. Deveon Smith is much better. Heard Hoke cooled on Isaac""","reading that ty isaac is all usc whatever deveon smith",11,"is","much",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"439","LOL! Lets talk about your visit to LA. We should make a photo shoot happen :)","lol lets talk about your visit to",8,"la","get","new","food","la","miami","site","george",NA,NA,NA,0,TRUE
"440","let's hang out right now!","lets hang out right",5,"now","now","direction","next","lol","around","know","back","im","thing","make",0.0100000000020373,TRUE
"441","As a child my family's menu consisted of two choices: take it or leave it.","as a child my familys menu consisted",8,"of","two",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"442","Bullies with paralysis have no feelings.","bullies with paralysis",4,"have","feelings",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"443","i am going to dream in XML tonight. ugh.","i am going to",5,"dream","be","bed","have","the","go","win","sleep",NA,NA,NA,0,FALSE
"444","fitting Kaka and Ronaldo both get blocked. What were those price tags again?","fitting kaka and ronaldo both get blocked what were",10,"those","price","wow",NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"445","126 square blocks","square",2,"blocks","gym","blocks","watermelons",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"446","RT : Win Tickets to Earth, Wind & Fire ! RT I want to see the Music Legends Earth, Wind & Fire! Winner will be chosen today!","rt win tickets to earth wind fire rt i want to see the music legends earth wind fire winner will be chosen",23,"today","today","rather","tourney",NA,NA,NA,NA,NA,NA,NA,0,TRUE
"447","Because taxpayers aren't entitled to public services/spaces they can actually use & because there's an app for that!","because taxpayers arent entitled to public",7,"servicesspaces","safety","still","fb","spaces","address","library","copy","space","relations",NA,0.0199999999967986,FALSE
"448","Well now I want to try it. I'll have to get on that.","well now i want to try it ill",9,"have","back","never","go","follow","just","take","check","call","keep","stay",0.0100000000020373,FALSE
"449","Commissioner Sauron ruling with an iron fist - suspensions galore for the Saints are hard core.","commissioner sauron ruling with an iron fist suspensions galore for the",12,"saints","follow","rt","first","retweet","next","mention","week","month","and",NA,0.0200000000040745,FALSE
"450","thanks, love! :)","thanks",2,"love","follow","following","much","rt","everyone","retweet","guys","mention","got","great",0.0199999999967986,FALSE
"451","“Travel is more than the seeing of sights; it is a change that goes on, deep and permanent, in the ideas of living.” – Miriam Beard","“travel is more than the seeing of sights it is a change",13,"that","now","day","new","youre","goes","meet","pretty","spending","ur","course",0.0100000000020373,FALSE
"452","Rape a pregnant bitch, tell my friends I had a three some.","a pregnant tell my friends i had a three",10,"some","days","hours","months","great","games","times","finally","shout","mariners",NA,0.0199999999967986,FALSE
"453","Thank you for replying. :) Joking about the sister thing... kinda sorta. ha ha!","thank you for replying joking about the sister thing kinda",11,"sorta","wanna","wish","sorta","dropped","annoyin","unzen",NA,NA,NA,NA,0,TRUE
"454","Love to help with Let's meet!","love to help with lets",6,"meet","go","get","keep","just","see","hope","meet","lunch","talk","commit",0.0100000000020373,TRUE
"455","#Imsinglebecause no one likes me :)","no one",3,"likes","day","time","direction","favorite","thing","best","get","im","friend","next",0.0299999999988358,FALSE
"456","Turnover. Laker ball!","turnover",2,"laker","laker",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0200000000040745,TRUE
"457","All of us here at Penn Fixture would like to wish all of you a safe and happy Turkey day!","all of us here at penn fixture would like to wish all of",14,"you","the","us","you",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"458","Yeah. Can't have the little woman driving to the station at all hours. Especially with the baby.","yeah",2,"cant","think","now","like","much","time","im","good","dont","well","d",0.0100000000020373,FALSE
"459","definitely pass interferance if i ever saw it!!","definitely pass interferance",4,"if","ever",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"460","It's funny how so many guys/girls wished they had something real you got it but don't appreciate it!","its funny how so many guysgirls wished they had",10,"something","something",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"461","Now that's dedication. Give us your top five and we promise no one will hold it against you.","now thats dedication give us your top five and we promise no",13,"one","one","can","ill","holdto",NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"462","Boycott the NBA for having a lockout RT If the lockout ends today you are going to ________","boycott the nba for having a lockout rt if",10,"the","the",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"463","Or tweet us your question!","or tweet us",4,"your","know","twitter","facebook","try","go","follow","want","find","make","year",0,FALSE
"464","Not at all, but Dr. B told me this past weekend they could use some pointers. They are a colony after all!","not at all but dr b told me this past weekend",12,"they","go","know","think","excited","favorite","questions","use","thanks","long","probably",0,FALSE
"465","Way to celebrate! Hope it was happy!RT : Wondering if I should walk up to dunkin donuts this morning & get donuts for my birthday.","way to celebrate hope it was happyrt wondering if i should walk up",14,"to","check","away","around","path","along","across","kitchen","slide","dressed","dog",0.0100000000020373,FALSE
"466","graduation tomorrow?! what?! this is SO crazy! =0...time sure flies when you least expect it!","graduation tomorrow what this",5,"is","morning","night","though","friend","happy","excited","dont","can","take","first",0.0199999999967986,FALSE
"467","Gonna Light Up Some Fireworks and Fire Crackers Soon ;D","gonna light up some fireworks and fire",8,"crackers","rt","winner","quick","literally","abs","crackers","island","kill","south",NA,0,TRUE
"468","thanks, I'll be here all week","thanks",2,"ill","follow","following","much","rt","everyone","retweet","guys","mention","got","great",0.0200000000040745,FALSE
"469","Repetitive use injury: Dysfunction is there long before pain sets in, then as the dysfunction is corrected the pain diminishes.","repetitive use injury dysfunction is there long before pain",10,"sets","feel","still","diminishes","sets",NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"470","Worried about missing the State of the Union so you can get your trivia fix? Don't. We're moving trivia to 7 so you can get your Obama on","worried about missing the state of the union",9,"so","can",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"471","☼ Success is dependent upon the glands - sweat glands. Zig Ziglar","� success is dependent upon the",7,"glands","time","glands","arlington",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"472","Two drivers tonight recommended Sabri Nihari for Pakistani / Indian. Moroccan recommends Andalous.","two drivers tonight recommended sabri nihari for pakistani indian moroccan",11,"recommends","recommends",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"473","Sonny Rollins honored on CBS: Kennedy Centers Honors! Jazz on network television. That's real ""reality"" television!","sonny rollins honored on cbs kennedy centers honors jazz on network television thats real reality",16,"television","television",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"474","Bruno Mars is the only short man I could ever love... O, and Bruce Lee.","bruno mars is the only short man i could ever love o and",14,"bruce","im","happy","can","m","haha","clock","bruce","intrigued",NA,NA,0.0199999999967986,TRUE
"475","Ok I met you at the Greyson chance concert right?","ok i met",4,"you","boy","crazy","kid","ace","coachella","greyson","pissedoff",NA,NA,NA,0.0100000000020373,FALSE
"476","on a positive note, i did just learn how to send a fax from Outlook :)","on a positive",4,"note","mean","lets","theres","energy","expressions","role","note","response","neutral","university",0.0200000000040745,TRUE
"477","want to buy from this fabric store up the street n make my own clothes but would look like some Gordon Gartrel","want to buy from this fabric store up the street n make my",14,"own","sure","difference","one","better","music","great","look","grossed","heart","money",0,FALSE
"478","We will be announcing a *secret show* in Austin, TX soon!! :)","we will be announcing a secret show in austin",10,"tx","tx","like","carter","lived","mahone","mahones","php","signed","tramor",NA,0,TRUE
"479","nothing is certain outside of yourself.","nothing is certain outside of",6,"yourself","school","really","dont","lol","dallas",NA,NA,NA,NA,NA,0,FALSE
"480","Houston or Austin is like home of the Asians in Texas.","houston or austin",4,"is","tx","like","carter","lived","mahone","mahones","php","signed","tramor",NA,0.0199999999967986,FALSE
"481","Our hosting provider is having some problems this morning, but we should be back up shortly. I'm sorry for the inconvenience!","our hosting provider is having some problems this morning but we",12,"should","should",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"482","pity you :P hehehehe","pity you",3,"p",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"483","have you broken it down to minutes? Ha!","have you broken it",5,"down","much","people","minutes","things","leg","frequently","obama",NA,NA,NA,0.0199999999967986,FALSE
"484","Twitter, im so excited to play my show.","twitter im so",4,"excited","proud","excited",NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"485","hahaha! I heard its a wild and crazy party! :)","hahaha i heard",4,"its","time","us","great","wrong","game","pm","wild","late","walk","excellent",0.0199999999967986,FALSE
"486","I'm calling bullshit. You weren't by Lakeshore dorms...You was here. And you was smoochin' with my brother","im calling you werent",5,"by","busy","lakeshore",NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"487","Thanks, it was!","thanks it",3,"was","for",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"488","School is Like A Boner , its Long And Hard , Unless Your Asian . (x","school is like a its long and hard unless",10,"your","youre","asian",NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"489","you should tape a copy of Binds of Blood to *their* front door... (not sure I got the title right)","you should tape a copy of binds of blood to their front door not sure",16,"i","got","follow","well","hope","like","im","rt","dont","love","u",0.0300000000061118,FALSE
"490","Miami Heat beating the Bulls Ass... #literally....on the floor","miami heat",3,"beating","game","us","good","play","academy","beating","consensus","nation",NA,NA,0.0199999999967986,TRUE
"491","No, it's capitalism alright. Just fascist tinged capitalism.","no",2,"its",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"492","Sending our verry own danni a dark purple :) it seems to be all the rage :) Love from Harley","sending our verry own danni a",7,"dark","dark",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"493","Do I have your email?","do i have your",5,"email",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"494","missing u too baby, and no roots","missing u too baby",5,"and","like","believe","lol","d","girl","blow","boomers","change","complaints","group",0,FALSE
"495","I bet me and could def make a better show","i bet me and could def",7,"make","make","one","need","craving","sawyer",NA,NA,NA,NA,NA,0,TRUE
"496","working too hard? ;)","working",2,"too","back","going","new","music","soon","lol","without","people","will","today",0,FALSE
"497","RT Susan Hutchison = fundamentalist anti-evolution conservakook. Explains why she won't debate r explain her opinions on anything","rt susan hutchison fundamentalist antievolution conservakook explains why",9,"she","lot","wont",NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"498","eat lots of pasta - always works for me :-) - have a great day!","eat lots of pasta always works for",8,"me","me",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"499","I have to laugh - of *course* you've done this before. My dreams can't even outdo the kitchen!","i have to laugh",5,"of","always","course",NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"500","to jaden! Follow me! Ur awesome :)","to jaden",3,"follow","follow",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"501","Go #Reds!! Just watched a Reds feature on #MLBisBack on #ESPN...Cincy is where it's at! We love this city and it's great people!","go just watched a reds feature on on cincy is where its at we",15,"love",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"502","My mommy and her boyfriend working on the back yard .... I put in my request for a new room lol","my mommy and her boyfriend working on the back yard",11,"i","put","dumpster",NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"503","Big Rangers win now 3 up on the pens with the Islanders beating down the pens!!","big rangers win now up on",7,"the","im","know","back","following","time","really","can","lol","thats","need",0.0200000000040745,FALSE
"504","Thanks for the retweet","thanks for the",4,"retweet","rt",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"505","Thanks! I suppose I could have taken minute to look for that.","thanks i suppose",4,"i","taken",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
