"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","timeToPredict","Correct","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","prediction9","prediction10"
"376","""I'm open to this option of raising revenue, and it's consistent with what we've allowed other communities to do, including the city of Minneapolis and others,"" Lanning said.","im open to this option of raising revenue and its consistent with what weve allowed other communities to do including the city of minneapolis",25,"and","money",0.0100000000020373,FALSE,"teams","others","wasnt","saw","gross","bars",NA,NA,NA
"377","But the agency pointed out that the no-fly list led authorities to stop Zachary Adam Chesser of northern Virginia from boarding a flight in New York City with plans to continue to Somalia, allegedly to join an al-Qaeda affiliated group. Chesser recently pleaded guilty to charges of supporting Somali terrorists.","but the agency pointed out that the nofly list led authorities",12,"to","said",0.0200000000040745,FALSE,"ask","state","say","never","made","stop","havent","hand","hindu"
"378","""It had to be a perfect throw,"" Young said.","it had to be a",6,"perfect","bit",0.0299999999988358,FALSE,"good","problem",NA,NA,NA,NA,NA,NA,NA
"379","""At a young age I realized what kind of people are in this world, what kind of hatreds and injustice we have to deal with,"" said Thomas William Running Rabbit IV. ""How does a child deal with that?""","at a young age i realized what kind of people are in this world what kind of hatreds and injustice we have to deal with said thomas william running rabbit",31,"iv","tenderloin",0.0199999999967986,TRUE,"iv","mortadella",NA,NA,NA,NA,NA,NA,NA
"380","Bale Raos, 1 Jalan Magangan Kulon, Yogyakarta 55131; 274-415-550. A restaurant in the Yogyakarta palace serving Javanese dishes favored by Sultan Hamengkubuwono, $7-$10.","bale raos jalan magangan kulon yogyakarta a restaurant in the yogyakarta palace serving",14,"javanese","union",0.0100000000020373,FALSE,"well","public","average","salad","friend","items","students","pizza","sentence"
"381","There were a series of challenge games, 3-point shooting contests and a dunk contest in addition to games throughout the week.","there were a series of challenge games point shooting contests",11,"and","dunk",0.0199999999967986,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","""As years go by, we as police officers become hardened and cynical; we sometimes lose focus on the true purpose and reason for our mission,"" Isom said. ""We begin to think in terms of us versus them, and what they owe us for service. But David will always be in that special place where we all started. He had it right. It's we, not them. It's what we owe them, not what they owe us.""","as years go by we as police officers become hardened and cynical we sometimes lose focus on the true purpose and reason for our mission isom said we begin to think in terms of us versus them and what they owe us for service but david will always be in that special place where we all started he had it right its we not them its",67,"what","like",0.0299999999988358,FALSE,"going","that","about","an","too",NA,NA,NA,NA
"383","With him out and other injuries to the team's defenders, second-string players and walk-ons saw plenty of playing time. That's good from a development standpoint, but it doesn't let fans see how an area of concern has come along since last year.","with him out and other injuries to the teams defenders secondstring players and walkons saw plenty of playing time thats good from a development standpoint but it doesnt let fans see how an",34,"area","light",0.0100000000020373,FALSE,"anybody","said","will","court","take","many","going","us","team"
"384","Portland State basketball has added another player to the program with signing of Marcus Hall, a 6-4 wing from Fresno City College, to a national letter intent.","portland state",3,"basketball","board",0.0200000000040745,FALSE,"park","department","championship","university","will","law","team","police","officials"
"385","The attention has given Cain unrivaled exposure since Oct. 30, when the Politico website first broke the story.","the attention has given cain",6,"unrivaled","said",0.0199999999967986,TRUE,"gov","giants","unrivaled",NA,NA,NA,NA,NA,NA
"386","At the same time, the Mountain West's football powers undoubtedly will demand specifics from San Jose State about improving its facilities, which are overdue for an upgrade.","at the same time the mountain wests",8,"football","football",0.0100000000020373,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","Charles R. Priestly, 48, ran a Louisiana company called Hummingbird Aviation. Although he won a contract to supply helicopters and personnel to the U.S. Transportation Command for use in Afghanistan, the Federal Aviation Administration denied clearance for Hummingbird to operate there, killing the deal.","charles r priestly ran a louisiana company called hummingbird aviation although he won a contract to supply helicopters and personnel",21,"to","bit",0.0199999999967986,FALSE,"us","police","management","file","attack","ric",NA,NA,NA
"388","It took a few more years (1976-77 school year) and then phys ed classes went co-ed. It's hard to believe what a big change that was at the time. Today we take co-ed classes and equal athletics for boys and girls for granted. In those days, the girls really valued the opportunity they were given to have varsity teams.","it took a few more years school year and then phys ed classes went coed",16,"its","hard",0.0100000000020373,FALSE,"classes",NA,NA,NA,NA,NA,NA,NA,NA
"389","""The flu shot, that's like taking a flu virus and grinding it up into little bits, purifying it and then injecting it,"" says Eisenberg. ""There's no possible way you could get the flu from that.""","the flu shot thats like taking a flu virus and",11,"grinding","getting",0.0299999999988358,TRUE,"spreading","grinding",NA,NA,NA,NA,NA,NA,NA
"390","""Take a bite,"" she said again.","take a bite she",5,"said","said",0.0400000000008731,TRUE,"now",NA,NA,NA,NA,NA,NA,NA,NA
"391","Still, he added, Chevrolet has traditionally excelled at selling excitement, not practicality.","still",2,"he","want",0.0100000000020373,FALSE,"lot","dont","looking","youthful","school","think","like","make","council"
"392","That would vault Facebook into the largest public companies in the world, on par with the likes of McDonald's, Amazon.com and Visa. The Journal said Facebook could file IPO papers as early as Wednesday.","that would",3,"vault","keep",0.0199999999967986,FALSE,"be",NA,NA,NA,NA,NA,NA,NA,NA
"393","Larsen, a junior, notched a two-run time of 2 minutes, 1.09 seconds on the Bear Trap course at Beaver Creek, just back of VanHee's 2:00.67. The top five skiers were within 1.33 seconds of each other.","larsen a junior notched a tworun time of minutes seconds on the",13,"bear","road",0.0100000000020373,FALSE,"ballot","floor","other","street","way","side","new","field","right"
"394","""Of course it hurts the business if I'm not selling, but I still like giving,"" she said.","of course it hurts the business",7,"if","community",0.0199999999967986,FALSE,"manager","im","leisure","also","members","people","center","executive","government"
"395","Specifically, Lam alleged that the marketing claim ""made with real fruit"" incorrectly describes the fruit snacks' ingredients, which include ""pears from concentrate,"" rather than the type of fruit actually named on the product's packaging.","specifically lam alleged that the marketing claim made with real fruit incorrectly describes the fruit snacks ingredients which include",20,"pears","four",0.0100000000020373,FALSE,"million","information","yearold","daughter","mayor","democratic","additional","cutting","english"
