"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","prediction9","prediction10","timeToPredict","Correct"
"4644","“I know you want to go in there and knock it out,” Gabor said about a tryst he agreed to help Dimora arrange with Gina Meuti-Coppers, a woman who had worked for the city of Bedford Heights when he was mayor there, according to earlier testimony.","“i know you want to go in there and knock it out” gabor said about a tryst he",19,"agreed","few","little","lot","bit","good","new","great","couple","long","very",0.0100000000002183,FALSE
"4645","Lawrence 0 6—6","lawrence",2,"—","was",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0200000000004366,FALSE
"4646","Even the dollar figures – which usually grab the headlines – are more like goals, experts say. There's no contract. If China doesn't buy $4.4 billion worth of Missouri-made goods in the next three years, they're not going to cut our state a check for the difference.","even the dollar figures – which usually grab the headlines – are more like goals experts say theres no contract if china doesnt buy billion worth of missourimade goods in the",32,"next","the","my","this","his","our","an","their","your","that","order",0.0299999999988358,FALSE
"4647","Burnett, who transferred from O'Fallon Christian to Zumwalt East during his sophomore year, played just three games during his junior season (as a linebacker and wide receiver) before sustaining a broken ankle. But with his performance in Chicago, he showed off his athleticism and earned attention from colleges.","burnett who transferred from ofallon christian to zumwalt east during his sophomore year played just three games during his junior season as a linebacker and wide receiver before sustaining a broken ankle but",34,"with","down","the","first","that","what","even","things","away","hearts","bones",0.0300000000006548,FALSE
"4648","Grave provocations followed - the Berlin Wall in August, and the Cuban Missile Crisis 16 months later; events that might be taken as warp and woof for the making of a statesman . . . except for what happened in the first week of November 1963.","grave provocations followed the berlin wall in august and the cuban missile crisis months later events that might be taken as warp and woof for the making of a statesman except for",33,"what","the","for","that","to","me","when","by","today","knock","honey",0.0300000000006548,FALSE
"4649","""I haven't hated what he's done, but I haven't loved it either,"" said 20-year-old Nolen Pulliam. ""I think the younger generation is a bit more patient and willing to wait to see what he can do in another four years.""","i havent hated",4,"what","the","it","halfdemons",NA,NA,NA,NA,NA,NA,NA,0.0199999999986176,FALSE
"4650","If you would like to be considered for a career profile or want to nominate someone, e-mail Charlotte Cusack at ccusack@bayareanewsgroup.com.","if you would like",5,"to","to",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"4651","But it's most common manifestation is as a flushed complexion that seems to become redder when it's aggravated by any number of triggers: sun, alcohol, spicy food or stress.","but its most common manifestation is as a flushed complexion that seems to become redder when its",18,"aggravated","the","you","it","we","he","they","she","im","my","its",0.0300000000006548,FALSE
"4652","Steven Carter Handyman Services, handyman, 311 N. Rossiter St., Mount Dora, 32757.","steven carter handyman services handyman n rossiter",8,"st","oorlog","is","out","back","cheese","bull","ireland","dumplings","engl","odelin",0.0300000000006548,FALSE
"4653","With the Joining Forces campaign, Obama and Biden said they are imploring businesses to do more to train military families to do new jobs and give them work as a way of paying back a debt of gratitude for the men and women serving in active duty.","with the joining forces campaign obama and biden said they are imploring businesses to do more to train military families to do new jobs and give them work as a way of paying back a debt of gratitude for the men and",43,"women","only","other","word","fact","people","lord","ones","third","same","way",0.0499999999992724,FALSE
"4654","Five Blackwater guards face manslaughter and weapons charges in the shooting, which prosecutors say was an unprovoked attack on civilians. The shooting strained relations between Baghdad and Washington and led Iraqi leaders to order Blackwater out of the country.","five blackwater guards face",5,"manslaughter","small","men",NA,NA,NA,NA,NA,NA,NA,NA,0.0399999999990541,FALSE
"4655","5771 BRIARS LANDING $294,000","briars",2,"landing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"4656","In food processor or blender, combine juice reduction, honey, sesame oil, soy sauce, vinegar, water, ginger and garlic. Process until smooth.","in food processor or blender combine juice reduction honey sesame",11,"oil","and","in","with","but","for","from","pie","de","clover","pat",0.0200000000004366,FALSE
"4657","""From our point of view, we mustn't have doubts,"" Frattini said. ""If the common house is in difficulty, we must save the walls because we are all in this common house together.""","from our point of view we mustnt have doubts frattini said if the common house is in difficulty we must save the walls because we are all in this common",31,"house","is","one","was","week","time","year","blog","morning","post","will",0.0300000000006548,FALSE
